primary_key,median_house_value_capped,median_house_age_grouped,total_households,bedrooms_per_household,less_than_1h_ocean,inland,island,near_bay,near_ocean,event_time
Crocker-Amazon,263414.28571428574,39,3153.0,1.0352045670789725,0,0,0,1,0,2025-05-24T22:50:07Z
Crossroads,126700.0,10,665.0,1.069172932330827,0,1,0,0,0,2025-05-24T22:50:07Z
Crystal Ranch,96900.0,10,917.0,1.0261723009814614,0,1,0,0,0,2025-05-24T22:50:07Z
Cuesta Park,380916.6666666667,27,1444.0,1.2197599261311172,0,0,0,1,0,2025-05-24T22:50:07Z
Culver - West,316400.0,27,2714.0,1.0751658069270449,1,0,0,0,0,2025-05-24T22:50:07Z
Cumberland South,377800.0,23,1185.0,1.00168776371308,1,0,0,0,0,2025-05-24T22:50:07Z
Curtis,67600.0,25,1981.0,1.1312468450277637,0,1,0,0,0,2025-05-24T22:50:07Z
Cypress,84080.0,24,2077.0,1.049725565719788,0,1,0,0,0,2025-05-24T22:50:07Z
Cypress Gardens,148933.33333333334,10,1724.0,1.0249419953596288,0,1,0,0,0,2025-05-24T22:50:07Z
Daley Ranch,174800.0,0,950.0,1.0252631578947369,1,0,0,0,0,2025-05-24T22:50:07Z
Dana Estates,184000.0,20,399.0,1.0300751879699248,0,1,0,0,0,2025-05-24T22:50:07Z
Dartmouth,255800.0,20,1318.0,1.0349013657056145,1,0,0,0,0,2025-05-24T22:50:07Z
Davis Manor,130800.0,30,387.0,1.0155038759689923,0,1,0,0,0,2025-05-24T22:50:07Z
Davis Tract,162966.66666666666,33,4360.0,1.0688073394495412,0,0,0,1,0,2025-05-24T22:50:07Z
Daystar,68850.0,25,974.0,1.11088295687885,0,1,0,0,0,2025-05-24T22:50:07Z
De Voss - Leigh,280300.0,20,1293.0,0.979891724671307,1,0,0,0,0,2025-05-24T22:50:07Z
Del Cerro,251544.44444444444,22,3630.0,1.0338842975206612,0,0,0,0,1,2025-05-24T22:50:07Z
Del Dayo Estates,292950.0,20,574.0,0.9947735191637631,0,1,0,0,0,2025-05-24T22:50:07Z
Del Dayo Riviera,302950.0,20,873.0,1.032073310423826,0,1,0,0,0,2025-05-24T22:50:07Z
Del Mar,241300.0,20,1103.0,1.028105167724388,1,0,0,0,0,2025-05-24T22:50:07Z
Del Mar Heights,457514.85714285716,14,3427.0,1.1003793405310767,0,0,0,0,1,2025-05-24T22:50:07Z
Del Marietta - Southwest,253333.33333333334,10,2328.0,1.0536941580756014,1,0,0,0,0,2025-05-24T22:50:07Z
Del Monte Park,270600.0,10,384.0,1.0963541666666667,0,1,0,0,0,2025-05-24T22:50:07Z
Del Paso Heights,66166.66666666667,20,1049.0,1.1630123927550047,0,1,0,0,0,2025-05-24T22:50:07Z
Del Rosa,120500.0,25,2149.0,1.0358306188925082,0,1,0,0,0,2025-05-24T22:50:07Z
Delhi,155540.0,28,1488.0,1.0168010752688172,1,0,0,0,0,2025-05-24T22:50:07Z
Delman,68033.33333333333,23,992.0,1.0856854838709677,0,1,0,0,0,2025-05-24T22:50:07Z
Delthorne,354700.0,20,3522.0,1.0448608745031231,1,0,0,0,0,2025-05-24T22:50:07Z
Dentwood - Southbridge,271933.3333333333,20,1106.0,1.0162748643761301,1,0,0,0,0,2025-05-24T22:50:07Z
Design District,225000.0,50,68.0,0.9264705882352942,0,0,0,1,0,2025-05-24T22:50:07Z
Diamond Bar,194350.0,20,832.0,1.046875,0,0,0,0,1,2025-05-24T22:50:07Z
Diamond Heights,345600.0,30,1632.0,1.0287990196078431,0,0,0,1,0,2025-05-24T22:50:07Z
Diamond Oaks,163600.0,17,1335.0,1.0149812734082397,0,1,0,0,0,2025-05-24T22:50:07Z
Downtown,172920.28985507245,31,29405.0,1.0778439040979426,0,0,0,0,0,2025-05-24T22:50:07Z
Downtown Anaheim,190482.35294117648,24,6128.0,1.060541775456919,1,0,0,0,0,2025-05-24T22:50:07Z
Downtown Berkeley,226750.0,38,2469.0,1.0583232077764277,0,0,0,1,0,2025-05-24T22:50:07Z
Downtown Core,156250.0,32,2197.0,1.2002730996813837,0,0,0,0,1,2025-05-24T22:50:07Z
Downtown Lincoln,100740.0,28,1389.0,0.9985601151907847,0,1,0,0,0,2025-05-24T22:50:07Z
Downtown Los Angeles,217483.38888888888,31,9248.0,1.1178362889273357,1,0,0,0,0,2025-05-24T22:50:07Z
Downtown Menlo Park,427250.0,35,1649.0,1.089751364463311,0,0,0,1,0,2025-05-24T22:50:07Z
Downtown Modesto,98040.0,38,849.0,1.0447585394581862,0,1,0,0,0,2025-05-24T22:50:07Z
Downtown North,417600.0,36,2925.0,0.7900398860398861,0,0,0,1,0,2025-05-24T22:50:07Z
Downtown Oakland,179777.88888888888,28,4718.0,1.1119118270453583,0,0,0,1,0,2025-05-24T22:50:07Z
Downtown Palm Springs,115600.0,10,1300.0,1.9238461538461538,0,1,0,0,0,2025-05-24T22:50:07Z
Downtown Redlands,88500.0,28,2604.0,1.0622119815668203,0,1,0,0,0,2025-05-24T22:50:07Z
Downtown Rialto,88700.0,25,1098.0,1.185792349726776,0,1,0,0,0,2025-05-24T22:50:07Z
Downtown Riverside,135483.33333333334,37,2175.0,1.0432183908045978,0,1,0,0,0,2025-05-24T22:50:07Z
Downtown San Jose,215891.66666666666,33,3941.0,1.0740928698299923,1,0,0,0,0,2025-05-24T22:50:07Z
Drake - Fuller,220600.0,40,291.0,1.0756013745704467,1,0,0,0,0,2025-05-24T22:50:07Z
Drayton Heights,146750.0,30,879.0,1.018202502844141,0,1,0,0,0,2025-05-24T22:50:07Z
Durant Manor,116720.0,42,1031.0,1.0572259941804074,0,0,0,1,0,2025-05-24T22:50:07Z
Duveneck/St. Francis,500000.0,33,1044.0,1.0239463601532568,0,0,0,1,0,2025-05-24T22:50:07Z
Eagle Rock,187866.66666666666,43,1807.0,1.0354178195904815,1,0,0,0,0,2025-05-24T22:50:07Z
East Bakersfield,51214.28571428572,29,2697.0,1.0737856878012606,0,1,0,0,0,2025-05-24T22:50:07Z
East Beach,238700.0,27,1167.0,1.0205655526992288,1,0,0,0,0,2025-05-24T22:50:07Z
East Bluff,446100.5,15,1010.0,1.0148514851485149,1,0,0,0,0,2025-05-24T22:50:07Z
East Canyon,327900.0,10,1228.0,1.0806188925081432,1,0,0,0,0,2025-05-24T22:50:07Z
East Grove,161400.0,10,3907.0,1.0424878423342718,1,0,0,0,0,2025-05-24T22:50:07Z
East Hollywood,223275.0,30,24070.0,1.0650602409638554,1,0,0,0,0,2025-05-24T22:50:07Z
East Industrial,273450.0,10,602.0,1.0514950166112957,1,0,0,0,0,2025-05-24T22:50:07Z
East Mesa,344800.0,23,1540.0,1.0532467532467533,0,0,0,0,1,2025-05-24T22:50:07Z
East Peralta,112300.0,45,1424.0,1.0632022471910112,0,0,0,1,0,2025-05-24T22:50:07Z
East Richmond,214533.33333333334,37,1116.0,0.985663082437276,0,0,0,1,0,2025-05-24T22:50:07Z
East Sacramento,162663.15789473685,47,6971.0,1.052933581982499,0,1,0,0,0,2025-05-24T22:50:07Z
East San Jose,194600.0,15,2932.0,1.048431105047749,1,0,0,0,0,2025-05-24T22:50:07Z
East San Mateo,298683.3333333333,23,4131.0,1.0406681190994918,0,0,0,0,0,2025-05-24T22:50:07Z
East San Roque,361233.6666666667,40,1069.0,1.0804490177736201,1,0,0,0,0,2025-05-24T22:50:07Z
East Side Capistrano,114450.0,30,804.0,1.0559701492537314,0,0,0,0,1,2025-05-24T22:50:07Z
East Side Costa Mesa,263504.347826087,22,11172.0,1.0876297887576083,1,0,0,0,0,2025-05-24T22:50:07Z
East Valley,104580.0,30,2313.0,1.0125378296584522,0,1,0,0,0,2025-05-24T22:50:07Z
East Village,112500.0,50,265.0,1.0,0,0,0,0,1,2025-05-24T22:50:07Z
East Whitter,220818.88679245283,29,22248.0,1.0304746494066883,1,0,0,0,0,2025-05-24T22:50:07Z
Eastmont,96160.0,36,1719.0,1.0628272251308901,0,0,0,1,0,2025-05-24T22:50:07Z
Eastmont Hills,143985.7142857143,34,2575.0,1.1266666666666667,0,0,0,1,0,2025-05-24T22:50:07Z
Easton Addition,500000.0,45,1886.0,1.0185577942735948,0,0,0,0,1,2025-05-24T22:50:07Z
Eastshore,122400.0,20,740.0,1.0527027027027027,0,0,0,1,0,2025-05-24T22:50:07Z
Eastside,151948.14814814815,27,16009.0,1.0815791117496407,0,0,0,0,0,2025-05-24T22:50:07Z
Echo Park,181881.81818181818,39,13708.0,1.0697402976364168,1,0,0,0,0,2025-05-24T22:50:07Z
Eden Shores,173600.0,30,467.0,0.9807280513918629,0,0,0,1,0,2025-05-24T22:50:07Z
Edenvale,255025.6923076923,11,21367.0,1.0330416062151917,1,0,0,0,0,2025-05-24T22:50:07Z
Edgewood,129766.66666666667,10,1673.0,1.049611476389719,0,1,0,0,0,2025-05-24T22:50:07Z
Edison,55624.0,30,6413.0,1.0736004989864338,0,1,0,0,0,2025-05-24T22:50:07Z
Edison Avenue,134650.0,30,835.0,1.1005988023952096,0,1,0,0,0,2025-05-24T22:50:07Z
Egger Highlands,128177.77777777778,18,4437.0,1.0464277665089023,0,0,0,0,1,2025-05-24T22:50:07Z
El Camino,259100.0,25,1680.0,1.063095238095238,0,0,0,0,1,2025-05-24T22:50:07Z
El Camino Real,231200.0,9,4969.0,1.0169048098208895,1,0,0,0,0,2025-05-24T22:50:07Z
El Dorado,189500.0,5,855.0,0.9766081871345029,0,1,0,0,0,2025-05-24T22:50:07Z
El Dorado Park,276000.0,22,2368.0,1.0380067567567568,1,0,0,0,0,2025-05-24T22:50:07Z
El Dorado South,268300.0,30,945.0,1.0317460317460319,1,0,0,0,0,2025-05-24T22:50:07Z
El Miradero,350150.0,38,2897.0,1.0538488091128755,1,0,0,0,0,2025-05-24T22:50:07Z
El Porto,500000.0,20,326.0,1.156441717791411,1,0,0,0,0,2025-05-24T22:50:07Z
El Rancho,165654.05405405405,29,13596.0,1.0186084142394822,1,0,0,0,0,2025-05-24T22:50:07Z
El Rio East,213200.0,20,1158.0,1.116580310880829,0,0,0,0,1,2025-05-24T22:50:07Z
El Sobrante Hills,272400.0,10,2338.0,0.9730538922155688,0,0,0,1,0,2025-05-24T22:50:07Z
El Toyonal,378100.0,30,155.0,1.032258064516129,0,0,0,1,0,2025-05-24T22:50:07Z
Elmhurst Park,87633.33333333333,37,586.0,1.1450511945392492,0,0,0,1,0,2025-05-24T22:50:07Z
Emerald Hills,141800.0,10,277.0,1.032490974729242,0,0,0,0,1,2025-05-24T22:50:07Z
Encanto,120650.0,23,5410.0,1.0524953789279112,0,0,0,0,1,2025-05-24T22:50:07Z
Encino,388200.45454545453,29,16139.0,1.0786350399089726,1,0,0,0,0,2025-05-24T22:50:07Z
Enterprise,90530.76923076923,16,5510.0,1.0304900181488204,0,1,0,0,0,2025-05-24T22:50:07Z
Enwood,83800.0,50,94.0,0.9468085106382979,0,1,0,0,0,2025-05-24T22:50:07Z
Erickson Industrial Park,137500.0,10,755.0,1.1443708609271523,0,1,0,0,0,2025-05-24T22:50:07Z
Erikson,250100.0,15,514.0,1.0019455252918288,1,0,0,0,0,2025-05-24T22:50:07Z
Essex,40000.0,10,102.0,1.9509803921568627,0,1,0,0,0,2025-05-24T22:50:07Z
Estudillo Estates - Glen,233171.42857142858,40,2900.0,1.0489655172413792,0,0,0,1,0,2025-05-24T22:50:07Z
Etiwanda,315000.0,0,50.0,1.96,0,1,0,0,0,2025-05-24T22:50:07Z
Eucalyptus Hill,370700.5,25,1353.0,1.06430155210643,1,0,0,0,0,2025-05-24T22:50:07Z
Eureka Valley,393587.5,42,4518.0,1.053120849933599,0,0,0,1,0,2025-05-24T22:50:07Z
Evergreen,250089.6551724138,11,13054.0,1.019151218017466,1,0,0,0,0,2025-05-24T22:50:07Z
Evergreen Commons,175200.0,20,1031.0,0.9776915615906887,0,1,0,0,0,2025-05-24T22:50:07Z
Evergreen Estates,149500.0,25,341.0,1.0175953079178885,0,1,0,0,0,2025-05-24T22:50:07Z
Evergreen Park,425650.0,30,4054.0,0.3046902530128973,0,0,0,1,0,2025-05-24T22:50:07Z
Excelsior,259936.84210526315,45,8020.0,1.0423940149625934,0,0,0,1,0,2025-05-24T22:50:07Z
Fair Oaks,217700.0,20,593.0,1.0860033726812817,1,0,0,0,0,2025-05-24T22:50:07Z
Fairfax,361431.4375,46,8890.0,1.040382452193476,1,0,0,0,0,2025-05-24T22:50:07Z
Fairmeadow,367600.0,30,1042.0,1.0403071017274472,0,0,0,1,0,2025-05-24T22:50:07Z
Fairmede - Hilltop,148260.0,26,2562.0,1.0370804059328649,0,0,0,1,0,2025-05-24T22:50:07Z
Fairvale Park,133000.0,20,948.0,1.0242616033755274,0,1,0,0,0,2025-05-24T22:50:07Z
Fairway Prk,194060.0,30,2668.0,1.0348575712143928,0,0,0,1,0,2025-05-24T22:50:07Z
Falcons View,151300.0,0,2873.0,1.222763661677689,0,1,0,0,0,2025-05-24T22:50:07Z
Farm Hills,406875.0,25,1991.0,1.0195881466599699,0,0,0,0,1,2025-05-24T22:50:07Z
Farrelly Pond District,181600.0,47,1004.0,1.0258964143426295,0,0,0,1,0,2025-05-24T22:50:07Z
Feldheym,68590.0,38,3821.0,1.130332373724156,0,1,0,0,0,2025-05-24T22:50:07Z
Felicita,280300.0,12,3982.0,1.0469613259668509,1,0,0,0,0,2025-05-24T22:50:07Z
Felton Gables,500000.0,30,1138.0,1.039543057996485,0,0,0,1,0,2025-05-24T22:50:07Z
Fernwood,380000.0,40,176.0,1.0284090909090908,1,0,0,0,0,2025-05-24T22:50:07Z
Fieldbrook,102700.0,20,301.0,1.0598006644518272,1,0,0,0,0,2025-05-24T22:50:07Z
Fig Garden,123150.0,42,1213.0,1.055234954657873,0,1,0,0,0,2025-05-24T22:50:07Z
Fire Mountain,217575.0,15,2306.0,1.0403295750216826,0,0,0,0,1,2025-05-24T22:50:07Z
Firth Park,262800.0,35,1214.0,1.07166392092257,0,0,0,1,0,2025-05-24T22:50:07Z
Fisher Park,288800.0,30,362.0,0.9806629834254144,1,0,0,0,0,2025-05-24T22:50:07Z
Fisherman's Wharf,500000.0,50,250.0,1.268,0,0,0,1,0,2025-05-24T22:50:07Z
Five Points Northeast,143733.33333333334,30,1282.0,1.0530421216848673,0,0,0,0,1,2025-05-24T22:50:07Z
Flickinger North,245433.33333333334,7,1344.0,1.0587797619047619,1,0,0,0,0,2025-05-24T22:50:07Z
Floral Park,320300.0,50,365.0,0.9753424657534246,1,0,0,0,0,2025-05-24T22:50:07Z
Floresta Gardens - Bradrick,191100.0,25,2981.0,1.0379067427037907,0,0,0,1,0,2025-05-24T22:50:07Z
Flower Park,178133.33333333334,30,1422.0,1.0485232067510548,1,0,0,0,0,2025-05-24T22:50:07Z
Folsom Road,106900.0,30,1294.0,1.1004636785162287,0,1,0,0,0,2025-05-24T22:50:07Z
Foothill Oaks,122700.0,10,544.0,0.9356617647058824,0,1,0,0,0,2025-05-24T22:50:07Z
Forest Hills,100100.0,10,2267.0,1.015438906043229,0,1,0,0,0,2025-05-24T22:50:07Z
Forestland,315400.0,30,786.0,1.025445292620865,0,0,0,1,0,2025-05-24T22:50:07Z
Fox Hills,304133.3333333333,30,3383.0,1.0617794856636122,1,0,0,0,0,2025-05-24T22:50:07Z
Foxboro Downs,184800.0,0,716.0,1.0977653631284916,0,0,0,1,0,2025-05-24T22:50:07Z
Freeport Manor,59100.0,30,427.0,1.0913348946135832,0,1,0,0,0,2025-05-24T22:50:07Z
Fremont North,222700.0,23,1935.0,1.0289405684754522,0,0,0,0,1,2025-05-24T22:50:07Z
Fremont South,237200.0,20,1114.0,0.7388352782764811,0,0,0,0,1,2025-05-24T22:50:07Z
Freshwater,126800.0,20,829.0,1.020506634499397,0,0,0,0,0,2025-05-24T22:50:07Z
Friendly Acres,264383.3333333333,33,2605.0,1.020729366602687,0,0,0,1,0,2025-05-24T22:50:07Z
Fruitdale College,234300.0,20,2385.0,1.040251572327044,1,0,0,0,0,2025-05-24T22:50:07Z
Fruitridge Vista,70750.0,30,638.0,1.0125391849529781,0,1,0,0,0,2025-05-24T22:50:07Z
Fruitvale,116400.0,42,1426.0,1.0168302945301544,0,0,0,1,0,2025-05-24T22:50:07Z
Galaxy Park,121166.66666666667,10,1934.0,1.0754912099276113,0,1,0,0,0,2025-05-24T22:50:07Z
Garden Tract,73700.0,30,642.0,1.014018691588785,0,1,0,0,0,2025-05-24T22:50:07Z
Garfield,225214.2857142857,11,4423.0,1.0628532670133393,1,0,0,0,0,2025-05-24T22:50:07Z
Garin Ranch,119400.0,40,238.0,0.9453781512605042,0,1,0,0,0,2025-05-24T22:50:07Z
Garvey,191994.73684210525,25,10124.0,1.0450414855788226,1,0,0,0,0,2025-05-24T22:50:07Z
Gaskill,119600.0,48,1447.0,1.0919143054595715,0,0,0,1,0,2025-05-24T22:50:07Z
Gaslamp Quarter,173750.0,25,1136.0,1.125,0,0,0,0,1,2025-05-24T22:50:07Z
Gateway,111300.0,25,1517.0,1.050098879367172,0,0,0,0,1,2025-05-24T22:50:07Z
Gavello Glen,319000.0,20,1480.0,1.0141891891891892,1,0,0,0,0,2025-05-24T22:50:07Z
Gerber,55866.666666666664,27,1045.0,1.1023923444976076,0,1,0,0,0,2025-05-24T22:50:07Z
Gibson Ranch Estates,107000.0,10,729.0,1.0397805212620028,0,1,0,0,0,2025-05-24T22:50:07Z
Glassell Park,184420.0,34,2448.0,1.0649509803921569,1,0,0,0,0,2025-05-24T22:50:07Z
Glen Avon,129300.0,20,2587.0,1.0413606494008505,0,1,0,0,0,2025-05-24T22:50:07Z
Glen Eden,180614.2857142857,21,3958.0,1.0181910055583627,0,0,0,1,0,2025-05-24T22:50:07Z
Glen Highlands,295200.0,50,479.0,0.9874739039665971,0,0,0,1,0,2025-05-24T22:50:07Z
Glen Park,322325.0,50,1884.0,1.0636942675159236,0,0,0,1,0,2025-05-24T22:50:07Z
Glenfaire,121600.0,15,2676.0,1.0362481315396113,0,1,0,0,0,2025-05-24T22:50:07Z
Glenoaks Canyon,446100.0,30,862.0,1.0220417633410672,1,0,0,0,0,2025-05-24T22:50:07Z
Glenview,271871.4285714286,50,2965.0,1.039460370994941,0,0,0,1,0,2025-05-24T22:50:07Z
Glenwood,330581.9090909091,40,4667.0,1.1105257187511817,1,0,0,0,0,2025-05-24T22:50:07Z
Glorietta,438000.0,30,183.0,0.9672131147540983,0,0,0,1,0,2025-05-24T22:50:07Z
Gold Hills,151600.0,10,325.0,1.1353846153846154,0,1,0,0,0,2025-05-24T22:50:07Z
Golden Gate Park,366520.0,50,4816.0,1.0558554817275747,0,0,0,1,0,2025-05-24T22:50:07Z
Golden Oaks,144400.0,10,543.0,0.9815837937384899,0,1,0,0,0,2025-05-24T22:50:07Z
Golden Triangle,500000.0,20,1488.0,1.0047043010752688,1,0,0,0,0,2025-05-24T22:50:07Z
Golf Course Terrace,101200.0,25,1419.0,1.0472163495419309,0,1,0,0,0,2025-05-24T22:50:07Z
Goodyear - Mastic,170900.0,35,1758.0,1.0147895335608645,1,0,0,0,0,2025-05-24T22:50:07Z
Gore Ranch,100600.0,20,340.0,1.035294117647059,0,1,0,0,0,2025-05-24T22:50:07Z
Gracey Terrace,161700.0,10,519.0,1.0404624277456647,0,1,0,0,0,2025-05-24T22:50:07Z
Granada Hills,291130.0,24,17571.0,1.037448067839053,1,0,0,0,0,2025-05-24T22:50:07Z
Grand,127437.5,28,3364.0,1.0306183115338883,0,1,0,0,0,2025-05-24T22:50:07Z
Grand Central,223233.33333333334,33,758.0,1.0065963060686016,1,0,0,0,0,2025-05-24T22:50:07Z
Grand Lake,260340.0,34,3692.0,1.0403575297941494,0,0,0,1,0,2025-05-24T22:50:07Z
Grand Oaks,99900.0,10,1047.0,1.0563514804202483,0,1,0,0,0,2025-05-24T22:50:07Z
Grand Oaks Terrace,122200.0,10,418.0,1.0047846889952152,0,1,0,0,0,2025-05-24T22:50:07Z
Grandview,252100.0,23,1915.0,1.0720626631853787,1,0,0,0,0,2025-05-24T22:50:07Z
Granite Hills,222900.0,20,1844.0,1.0140997830802603,1,0,0,0,0,2025-05-24T22:50:07Z
Grant,147600.0,10,662.0,0.9501510574018127,0,1,0,0,0,2025-05-24T22:50:07Z
Grant Hill,97787.5,41,2328.0,1.2118174875906835,0,0,0,0,1,2025-05-24T22:50:07Z
Grantville,144220.0,8,3503.0,0.7510705109905795,0,0,0,0,1,2025-05-24T22:50:07Z
Great Oaks,216850.0,20,1076.0,1.129182156133829,1,0,0,0,0,2025-05-24T22:50:07Z
Green Valley,276500.0,10,572.0,1.0524475524475525,1,0,0,0,0,2025-05-24T22:50:07Z
Greenacres,101900.0,20,638.0,1.0391849529780564,0,1,0,0,0,2025-05-24T22:50:07Z
Greenbrae,435025.5,32,3056.0,1.025850785340314,0,0,0,1,0,2025-05-24T22:50:07Z
Greenfield,77500.0,10,1307.0,1.1117061973986229,0,1,0,0,0,2025-05-24T22:50:07Z
Greenmeadow,409533.3333333333,27,2189.0,1.055733211512106,0,0,0,1,0,2025-05-24T22:50:07Z
Greenridge Heights,216100.0,10,1331.0,1.0525920360631105,0,1,0,0,0,2025-05-24T22:50:07Z
Greenside Park,76433.33333333333,50,1457.0,1.096774193548387,0,0,0,0,1,2025-05-24T22:50:07Z
Gregory Estates,75900.0,10,500.0,1.006,0,1,0,0,0,2025-05-24T22:50:07Z
Grimmer,214766.66666666666,23,2583.0,1.0181958962446767,1,0,0,0,0,2025-05-24T22:50:07Z
Guajome,201750.0,0,4539.0,1.085261070720423,1,0,0,0,0,2025-05-24T22:50:07Z
HI - 30,97000.0,30,830.0,1.1240963855421686,0,1,0,0,0,2025-05-24T22:50:07Z
Hackberry Estates,190850.0,20,1236.0,1.022653721682848,0,1,0,0,0,2025-05-24T22:50:07Z
Haight-Ashbury,458265.1176470588,50,10966.0,1.0627667335400328,0,0,0,1,0,2025-05-24T22:50:07Z
Hampton Woods,200000.0,50,16.0,28.072916666666668,0,1,0,0,0,2025-05-24T22:50:07Z
Harbor,235140.0,25,4695.0,1.0419595314164005,1,0,0,0,0,2025-05-24T22:50:07Z
Harbor City,224600.0,15,8084.0,1.049480455220188,1,0,0,0,0,2025-05-24T22:50:07Z
Harbor Gateway North,190031.57894736843,29,9126.0,1.0312294543063774,1,0,0,0,0,2025-05-24T22:50:07Z
Harborview,262500.0,40,229.0,1.1179039301310043,0,0,0,0,1,2025-05-24T22:50:07Z
Harder-Tennyson,174990.0,27,5253.0,1.0373120121835142,0,0,0,1,0,2025-05-24T22:50:07Z
Hastings Ranch,368275.125,30,3340.0,1.0362275449101797,0,1,0,0,0,2025-05-24T22:50:07Z
Havens,279100.0,10,365.0,0.8794520547945206,1,0,0,0,0,2025-05-24T22:50:07Z
Hawarden Hills,179850.0,15,1529.0,1.0235448005232177,0,1,0,0,0,2025-05-24T22:50:07Z
Hayes,243266.66666666666,7,1642.0,1.03836784409257,1,0,0,0,0,2025-05-24T22:50:07Z
Hayward Acres,173366.66666666666,30,1297.0,1.1156515034695451,0,0,0,1,0,2025-05-24T22:50:07Z
Hayward Highland,321566.6666666667,13,2024.0,1.0034584980237153,0,0,0,1,0,2025-05-24T22:50:07Z
Heather Estates,198700.0,0,663.0,0.971342383107089,0,1,0,0,0,2025-05-24T22:50:07Z
Henninger Park,163300.0,30,1528.0,1.0098167539267016,1,0,0,0,0,2025-05-24T22:50:07Z
Heritage District,323640.2,20,3211.0,1.0825288072251635,1,0,0,0,0,2025-05-24T22:50:07Z
Hermosa Village,210233.33333333334,22,2894.0,1.0352453351762267,1,0,0,0,0,2025-05-24T22:50:07Z
Heron Bay,135550.0,5,753.0,1.00265604249668,0,0,0,1,0,2025-05-24T22:50:07Z
Hidden Valley,283200.0,20,787.0,1.0635324015247776,0,0,0,0,1,2025-05-24T22:50:07Z
Highland,83300.0,38,914.0,1.0962800875273524,0,0,0,1,0,2025-05-24T22:50:07Z
Highland Park,194375.0,31,3505.0,1.0773181169757489,1,0,0,0,0,2025-05-24T22:50:07Z
Highland Town Center,90900.0,30,339.0,1.0442477876106195,0,1,0,0,0,2025-05-24T22:50:07Z
Hillcrest,188323.07692307694,28,8026.0,1.1467729877896835,0,0,0,0,1,2025-05-24T22:50:07Z
Hiller Highlands,373600.0,50,403.0,1.0198511166253101,0,0,0,1,0,2025-05-24T22:50:07Z
Hillsborough Heights,500000.0,50,201.0,0.9502487562189055,0,0,0,0,1,2025-05-24T22:50:07Z
Hillsdale,148533.33333333334,10,2698.0,1.0022238695329875,1,0,0,0,0,2025-05-24T22:50:07Z
Hillside,224933.33333333334,27,3182.0,1.0182275298554369,0,0,0,0,1,2025-05-24T22:50:07Z
Hilltop Bayview,112500.0,0,887.0,1.2164599774520857,0,0,0,1,0,2025-05-24T22:50:07Z
Hitchcock,340400.0,20,562.0,1.0,0,0,0,0,1,2025-05-24T22:50:07Z
Hollywood,500000.0,10,1210.0,1.2314049586776858,0,0,0,0,1,2025-05-24T22:50:07Z
Holmby Hills,500000.0,40,93.0,0.967741935483871,1,0,0,0,0,2025-05-24T22:50:07Z
Homaker Park,44600.0,10,1919.0,1.1412193850964043,0,1,0,0,0,2025-05-24T22:50:07Z
Homeplace,500000.0,30,718.0,1.0376044568245126,0,0,0,0,1,2025-05-24T22:50:07Z
Hoover - Foster,119566.66666666667,38,2570.0,1.1303501945525292,0,0,0,1,0,2025-05-24T22:50:07Z
Hope,329400.0,10,1221.0,1.003946094855186,0,0,0,0,1,2025-05-24T22:50:07Z
Hudson,115925.0,2,2990.0,1.0806020066889632,0,1,0,0,0,2025-05-24T22:50:07Z
Idyllwild,150500.0,20,852.0,2.5363849765258215,0,1,0,0,0,2025-05-24T22:50:07Z
Ingleside,243838.46153846153,42,4264.0,1.0369966806176938,0,0,0,0,1,2025-05-24T22:50:07Z
Ingleside Heights,233900.0,37,1164.0,1.0214776632302405,0,0,0,0,1,2025-05-24T22:50:07Z
Ingleside Terraces,494867.3333333333,50,783.0,1.0332056194125159,0,0,0,0,1,2025-05-24T22:50:07Z
Ingold - Milldale,307550.0,25,569.0,1.0421792618629173,0,0,0,0,1,2025-05-24T22:50:07Z
Inner Richmond,403333.4166666667,48,12397.0,1.044123578285069,0,0,0,1,0,2025-05-24T22:50:07Z
Inner Sunset,369494.7894736842,43,9710.0,1.0570545829042224,0,0,0,1,0,2025-05-24T22:50:07Z
Interland/Univ. Research Park,137500.0,10,317.0,1.0,0,1,0,0,0,2025-05-24T22:50:07Z
Iron Triangle,79642.85714285714,34,1771.0,1.1106719367588933,0,0,0,1,0,2025-05-24T22:50:07Z
Irvine Industrial Complex-East,187450.0,10,676.0,1.032544378698225,1,0,0,0,0,2025-05-24T22:50:07Z
Irvine Research Center,161800.0,10,586.0,1.0102389078498293,1,0,0,0,0,2025-05-24T22:50:07Z
Irvington,225350.0,18,3550.0,1.0338028169014084,1,0,0,0,0,2025-05-24T22:50:07Z
Islenair,101650.0,30,1219.0,1.026251025430681,0,0,0,0,1,2025-05-24T22:50:07Z
Ivey Ranch / Rancho Del Oro,145500.0,3,3721.0,1.1190540177371675,1,0,0,0,0,2025-05-24T22:50:07Z
Ivy Hill,189585.7142857143,37,4598.0,1.0772074815137016,0,0,0,1,0,2025-05-24T22:50:07Z
Jack's Peak,289300.0,30,393.0,1.308702290076336,0,0,0,0,1,2025-05-24T22:50:07Z
Jackson Park,296750.0,25,1415.0,1.1024734982332156,0,0,0,1,0,2025-05-24T22:50:07Z
Jackson Triangle,175400.0,26,3478.0,1.0793559516963773,0,0,0,1,0,2025-05-24T22:50:07Z
Jacoby Creek,120550.0,30,1070.0,0.7989986648865154,0,0,0,0,1,2025-05-24T22:50:07Z
